id,situationtext
1774,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I didn't want to change the rules after the fact. It would be more fair for Participant X if I redistributed earnings, but that would also be unfair to Participant Y. Both agreed to a specific set of rules at the outset and those rules should be enforced. Both participants worked as hard as they could and should be compensated according to the rules they agreed to initially."
1776,"Y barely outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  X was close to Y, so I gave X a small part to be fair."
1777,"Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  They both participated, so they should both walk away with something."
1778,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I feel it's fair to give X something. They did answer 15 questions correctly. It's still not half of what Y earned. It's fair to give Y more for the sheer number of answers that were correct.
1779,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The participant X knew the rules of the payout, and thus consented to receiving $0. There is no reason to detract from the other participant Y's earnings"
1780,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  There should be no redistribution as the competitors played under a set of rules that has to be honored in order to make the competition legitimate.
1781,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The rules to the task were fair with the higher achiever being rewarded unless the participant with the lower score at least equaled the winner in performance.  I don't see a reason to redistribute earnings.
1782,"Y barely outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I wanted to make the payments a lot more even, especially since they only differed by one completed task overall.  I didn't feel it was fair to make a full 50/50 split given that one was slightly ahead and they received instructions that directly stated they would be paid more if they did better than another, so I rounded down and gave them the same overall dollar amount with the one who performed better getting an extra 15 cents.  This felt like the most fair way to distribute the reward given all of this information together."
1783,Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I like to be as equally fair as possible.
1784,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X at least solved 13 problems and deserves a reward
1785,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because participant Y completed more tasks than participant X. Participant X knew the rules for payment distribution and continued with the study. Participant Y earned the funds, and it would be wrong to redistribute their earnings."
1787,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I feel that although participant X only solved 11 problems, they should still receive some money for their effort."
1788,Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Not making a choice to be fair.
1789,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The participants knew that their pay would be affected by their performance. This makes the pay amounts fair and there are no adjustments needed.
1790,Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The participant was only 2 questions from being a tie with the other participant.
1791,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X put effort into the task, and even though they solved fewer problems than Participant Y, I think they should receive at least some compensation for their time and effort."
1792,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I think by doing so i will be fair enough.
1793,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I felt the first participant that solved 15 problems tried hard and worked hard, so they should receive some kind of recognition.  I awarded them a small bonus."
1794,Y strongly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  While one participant performed better payment would not be possible without the other's participation.
1795,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Those were the established rules, I am just following them."
1796,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I think a few right answers warrants payment for time and effort.
1797,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  There were 20 total problems solved. X solved 40% of them. I calculated 40% of the reward and rounded down.
1798,Y barely outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  I could not transfer more than 2.55 so I chose 2.
1799,Y barely outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Y won fair and square.
1800,Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I think I will do better than an unknown person
1801,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Because the one participant scored much better than the other
1802,Y strongly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Half
1803,"Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  no reason, just a hunch"
1804,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Well I wanted to be fair
1805,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They should get something for their right answers.
1806,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  not leaving someone with nothing
1807,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Since they both showed a lot of effort and were very close in scores, I thought it would be fair to redistribute some portion so that both are compensated for their effort. Also, I would not have redistributed if the participants weren't told there would be some additional criteria for bonus payment but since that was explained up front, I did opt to give some of the bonus to the lower scoring participant."
1808,"Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Sharing some funds, but also since they performed less, I wanted to keep bulk with second participant."
1809,Y slightly outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  hose not to redistribute any of participant Ys earnings because the rules of the task clearly stated that earnings would only be granted if a participant performed at least as well as their counterpart.
1810,Y barely outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I believe in fairness even though this was to be a competition.  I want everyone to win something!
1811,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  He only got six less answers right so I kind of like just cut it in thirds
1812,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The person earned it and should have what they earned.
1813,"Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Both participants contributed almost equally and to demonstrate fairness, i decided that each participant should get a reward."
1814,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The participants were told the rules. The participant who answered 13 questions correctly should not be punished because the other participant answered only 2 correctly. Likewise, the lower-performing participant should not be rewarded for underperforming."
1815,Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  50/50 split
1817,Y moderately outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  he solved halve as many problems as y so seems fair
1818,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  X should get some compensation for completing some of the tasks
1819,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  On a normal participant X should not get anything but due to time and energy invested in the task i had to make that decision.
1820,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  i don't feel like i should move money around, it shouldn't be up to me."
1821,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Given that both participants agreed to the rules ahead of time and redistribution could feel unfair to the higher performer who met the challenge, I choose not to redistribute any of participant Y's earnings to participant X"
1822,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Recognition of Effort: Participant X solved 8 problems, which shows meaningful effort. Giving a small portion of Ys earnings acknowledges that work, even though X didnt win the competition.    Preserving Incentives: Participant Y solved more problems and followed the rules successfully. They should retain the majority of their earnings to preserve the incentive for strong performance.    Fairness with Compassion: The redistribution reflects a balance respecting the merit-based rules while showing a degree of fairness and empathy toward the losing participant."
1823,Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Both got almost the same amount correct with only one person getting one more correct than the other.  Since they participated together they should split the reward.
1824,Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I just wanted them to share it
1825,"Y strongly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  They both completed the task, and both did fairly well-- pattern recognition tasks are difficult.  Therefore, their earnings, which are initially blind to each other, should be split evenly."
1826,"Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participate Y had obviously done more studies, and sense the base pay for this was 2 dollars, then I came to the conclusion that each point they got would be worth a specific amount. That is why I believe that participant X deserves 0.15 of the pay form participant Y."
1827,"Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Everyone should be paid for their time and this way the one that did better receives the majority and the other receives less, but still receives a payment for their time."
1828,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:   Participants were aware that payment depended on outperforming their partner; Participant Y met this condition, Participant X did not."
1829,Y moderately outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  Because of the selected question
1830,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Sharing is caring.  I assume that Both participant X and Y gave their best and its just good to be fair.
1831,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Because the margin between the two participants are not so vast, I decided a minimal amount would be fair."
1832,"Y barely outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Y did a little better, so they should get most of the money. But X was really close, so I think they deserve something too. I wanted to be fair without ignoring who won."
1833,"Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They did significantly worse than the other participant. I thought about giving them twenty cents or so, but that just seemed insulting to both parties."
1834,Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  They both solved the same amount of problems I felt it was only fair if each received half
1835,"Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I think they should both be compensated, but since they were promised different outcomes the amount can be different."
1836,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Correctly solving 7 questions should earn that person some monetary reward.
1837,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  At least the person participated, meaning he/she had the desire to participate and take part in the study and thus, the person deserves a reward."
1838,Y moderately outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  I was to share between Y X and I made the right chose
1840,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  what i considered as a fair amount
1841,"Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I chose not to redistribute the earnings because participant Y solved more problems and met the criteria for payment, while participant X did not. The rules were clear from the beginning, and both participants agreed to them. Rewarding based on performance ensures fairness and maintains the integrity of the task."
1842,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Y worked X didn't
1843,"Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I believe both should receive something, but participant X didn't solve many at all, and much less than participant Y so I think 25 cents is acceptable"
1844,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  The margin was not that large and participant X also tried.
1845,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Y fairly did better than X and as a result is entitled to keep what they rightfully earned.
1846,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because the other person did nearly double the amount of work! It is not fair to take from them to give to someone who didn't work as hard
1847,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  i wanted to give participant x 55 cents, but it would not accept that value so I choose 0."
1848,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I do think it is a bit unfair that one participant did not receive any reward despite answering some of the questions. However, I also think it is unfair to take the money earned by the other participant, as it is not their fault that the researchers set up the reward structure/rules the way it is."
1849,Y strongly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I think it is fair to split the earnings between particpants.
1850,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because the participant answered less questions than the other
1851,Y moderately outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Wanted to pay each about the same for their time
1852,Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The two people knew the rules of the task so taking money away from Y would not be fair.
1853,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I am assuming that Participant X put time and effort into answering the questions also. It j7st seemed fair.
1854,Y barely outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I think both should be compensated for their effort but not evenly given the original instructions.
1855,"Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I think everything was fair for all participants, therefore everyone had to work hard  Redistribution is not necessary"
1856,Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  just wanted to split it between them
1857,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They shouldnt have to split it 50 / 50 however i think giving the participant with zero money is kind of unfair considering they took the time to still participate so 40 cents is alright to give the the participant with zero money.
1858,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The main reason for my decision is fairness based on the agreed rules. Participant Y earned their reward by solving more problems, while Participant X was aware that earning less would result in no payment"
1859,Y moderately outperformed X. The DM gave a low share to Y. In the baseline treatment. Motivation provided by DM:  The main reason that motivated me is that participant X completed 17 tasks and therefore they deserve to be paid
1860,Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  If i calculated right I wanted to make it even
1861,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I feel that participant X should be compensated for receiving multiple items correct.
1862,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I feel bad giving zero but Im poor so I cant give everything
1863,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Person x solved fewer than why the rules say he gets nothing
1864,"Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  My decision to give $0.00 of participant Ys earnings to participant X was motivated by a commitment to fairness, merit, and respecting agreed-upon rules. Both participants were informed of the conditions before the task began: only the higher performer would be rewarded. Participant Y earned the payout by solving more problems, while participant X did not meet the threshold to earn money. Redistributing the earnings afterward would undermine the integrity of the incentive structure and create uncertainty for participants who relied on the original rules. Upholding the terms that were clearly communicated and agreed upon supports trust and fairness in the study."
1865,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  While Participant Y did better and should probably keep more, I believe that anyone who at least put in an effort should be rewarded which is why I think X should get 1 dollar while Y gets 2."
1866,Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Because the effort was very good the other participant only solved to less problems so the participant that solved 19 problems at $2.85 was paid approximately $.15 a problem so he got two more problems solved then
1867,Y strongly outperformed X. The DM gave an equal share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They did do part of the work and therefore deserve some credit
1868,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Participant X solved just five problems compared to participant Y and participant Y had a better performance and adhered to the laid down rules.
1869,"Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  Participant X also spent the time to complete the study, so I feel there should be some compensation."
1870,"Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  I thought for a low-stakes task that required two people, both should have similar payouts."
1872,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  They answered 3 less than the other participant
1873,Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules were stated prior to participating
1874,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  it seems fair.
1875,"Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Getting 9 questions right deserved some compensation, but not as much as 18. I based my decision on the ratio of right answers between the two people and distributed the money fairly, basically."
1876,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think everyone should be compensated for their time and attempt.
1877,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant A solved about half the problems of B so they should get at least a small reward.
1878,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  X already gets a sum of money while Y gets none
1880,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participant X put in some effort and Participant Y didn't win by that much margin.
1881,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I think it's only fair to reward the person that got the most correct
1882,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Participan y deserved the full payment
1883,Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I just think that it is only fair to give the person 2.25 that he earned.
1884,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The person should get 0 because they solved less problems than the other participant. The person who solved the most should get the full bonus in my opinion.
1886,Y barely outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Because participant X was only one question short. It is fair to give the participant part of the money for his or her effort
1887,"Y barely outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  They solved about the same number, but rules are rules, so just a little."
1888,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:   then don't bother to do it at all. By doing so you will only teach the people to expect handouts and eventually nobody will try at all to do anything - they will just wait for the handout.
1889,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  There should be a reward for correct answers. I calculated approximately how much each correct answer was worth then divided that by 18. Then multiplied it by 13 and split in half.
1890,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  They went into it knowing the consequences if you don't get more than Y you get 0 it was all or nothing baybay and they participated and lost thats how it works why am I punishing Y because X has a skill issue?
1891,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I did not want someone to get nothing but I also did not want to take all the money from one person so I tried to go half.
1892,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I chose not to redistribute any earnings because of if I did this it would go against the established terms of study,  z"
1893,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I feel like any effort should be given some compensation although the winner did lead by a margin of 7 so they should be rewarded accordingly
1894,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  It was fair to try to distribute money equally but more to the person who is offering to share.
1895,Y moderately outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I chose to redistribute a small portion of Ys earnings to X to balance fairness and effort.
1896,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Redistributing  and sharing
1897,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I believe the lion's share of reward should be attributed to the individual bearing most of the time / expense.
1898,"Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I felt bad for the participant who didn't get any money despite solving 10 problems. I didn't want to take too much from the other participant, so that's why I only took 20 cents from them."
1899,Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Maybe I didn't understand but I am assuming that the participant that completed that answered 13 correctly was also paid .15 for each correct answer since the second partner got at least as many right answers.  So they each earned .15 cents for each one they got right.
1900,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I thought that they should each get some bonus. The person who answered more should get a little more than the person that answered less correctly. This makes it more even for the quality of work they did.
1901,Y strongly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  There was still an amount X performed better than other participants
1902,Y barely outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I figured $1.10 is enough to help X but not take too much away from Y.
1903,Y moderately outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  It seems unfair that the first participant would get nothing for their time when they performed fairly well overall.  I went with half of what they would have gotten (0.15x10 questions) had they beat the second participant since they did complete fewer questions
1904,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I don't really know why, I just wanted it to be 0."
1905,"Y moderately outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  the rules were given and Y solved more problems and therefore, should get what the entire amount.  X knew the rules."
1906,"Y strongly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  They still participated and solved problems, even though it is fewer than the other participant"
1907,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I don't like the thought of redistribution
1908,Y slightly outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  split it halfway so both participants get a share of the reward
1909,"Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I chose not to redistribute any of Ys earnings because both participants agreed to clear, fair rules before starting the task. Participant Y solved more problems and fairly earned the reward."
1910,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  You get what you worked for going by the rules.
1911,Y barely outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:   who solved more problems got
1912,"Y slightly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant Y deserved his bonus, but I thought it would be nice if Participant X got something for his/her participation."
1913,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Rules seemed fair
1914,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  That participant didnt get enough for the money
1915,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I feel they deserved something for at least solving 8 so I gave them the lowest amount mentioned.
1917,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I don't think it's fair that the participant who solved fewer problems receives no payment.
1918,"Y barely outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  It did not feel good leaving the participant with no money when they did only 1 problem less, but I did not want to take too much away from the other participant either."
1919,"Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  They made an effort, therefore I donated X 50 cents because It felt unfair to receive nothing. It felt fair because Y still received the most of it."
1920,Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  For effort alone
1921,Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  The person who answered less correctly still put forth time and effort for the task. They also missed the mark to be 'first' or 'best' by a few questions; it would be different if they had answered more questions incorrectly.
1922,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The directions were given clearly to each participant prior to participation. They knew the outcomes of their decisions could be what they were
1924,"Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The task was clearly laid out, and participant Y did much better"
1925,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  60 cents for 6 problems
1926,Y slightly outperformed X. The DM gave a high share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  seems unfair that part x gets nothing being in the higher % of correct # of puzzles solved.
1928,Y strongly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  i considered that at least participant x got some answers write and just to determine fair distribution and to consider the efforts he put on calculating
1929,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participation should always be paid for, but it's fair to allow greater pay for better performance."
1930,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  There was only a 6 point difference in the number of questions answered correctly so the person who got nothing should get something
1931,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I wanted to give them each equal money for what they completed
1932,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  I don't believe participant X deserved more.
1933,Y strongly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  I believe the smarter person should keep all of their money since they solved many more problems than the other participant.
1934,Y barely outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  if im doing this i want the compensation
1935,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I felt like each participant put in an effort
1936,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  Because the other player won fair and square and shouldn't have to share. Those were the rules that each agreed upon before playing the game.
1937,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  The participant that got 10 right deserved to get something for their time while still giving other participant a fair amount.
1938,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:   earned the reward.
1939,Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Psarticipant X put in effort to finish the task and deserves some payment.
1940,Y moderately outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  The rules of the activity were clearly stated - you receive no bonus/compensation if you did not solve as many problems as the other person.
1942,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I felt its like participation reward. Person X tried and should at least get something for the attempt
1943,"Y slightly outperformed X. The DM gave all to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  Everyone knew the rules of the game beforehand.  I hate people who want to make up to rules as they go because something is inconvenient for them.  Do better next time, or don't play."
1944,Y slightly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  the participants agreed to the distribution and should live with it without outside interference.
1945,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  I don't think participants should be penalized and robbed of their earnings. But one answered some while answered more. So give them just a little bit.
1946,Y moderately outperformed X. The DM gave an equal share to Y. In the baseline treatment. Motivation provided by DM:  They both participated and solved problems.
1947,Y slightly outperformed X. The DM gave a Moderate share to Y. In the 'Show Distribution' treatment. Motivation provided by DM:  It seems unfair for one to get nothing when they both were correct about the same number of times.
1948,Y strongly outperformed X. The DM gave all to Y. In the baseline treatment. Motivation provided by DM:  the rules were that the participant would be paid .15 for each correct answer if they answered correctly at least as much as the other participant.  X answered 9 correctly y answered 21.  21 x .15 equals 3.15 which goes to Y.  X answered less questions  correctly than Y therefore they get 0.
1949,Y moderately outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  He should be compesated for atleast doing 18 tasks
1950,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  Participant X also put some effort
1951,"Y moderately outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  I think it's more reflective on contribution, as opposed to winner-take-all."
1952,Y strongly outperformed X. The DM gave a high share to Y. In the baseline treatment. Motivation provided by DM:  Participant X made an effort so should earn at least a little something
1953,Y slightly outperformed X. The DM gave a Moderate share to Y. In the baseline treatment. Motivation provided by DM:  its fair considering the problems solved.
